source,method,metric,fit_ok,a,b,c,combo_id,cohort,cancer,cancer_prefix,norm,model,off_aug,batch,data_type,model_type,title
real,LOGIS,f1_score,True,0.4078316504560403,6.427516376061429e+52,-41.69754343073401,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
real,LOGIS,accuracy,True,0.4013761217860943,1.9697015479216995e+55,-43.68671655262894,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
real,LOGIS,auc,True,-87.74966742223171,88.26021058613595,-0.00039019477614676606,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
real,SVM,f1_score,True,-270.2551112122841,271.01126312901766,-0.00029878660933841945,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
real,SVM,accuracy,True,-146.58176755345653,147.2316964708642,-0.0003993706460676557,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
real,SVM,auc,True,0.6012802789306859,-6.597546353355106,-1.382027951788385,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
real,KNN,f1_score,True,-82.32277194358072,82.86871123916613,-0.0002743865255303224,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
real,KNN,accuracy,True,-15.798879475576873,16.26874096604326,-0.0003881541756424265,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
real,KNN,auc,True,-117.32489684377383,117.65682604764137,0.0002447842550084506,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
real,RF,f1_score,True,-269.10620791890705,269.85288627134696,-0.00029378427071241674,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
real,RF,accuracy,True,-195.22974859636852,195.90766191239666,-0.0003298651816106229,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
real,RF,auc,True,-83.81758317892437,84.42286603255728,-0.0006058144733721748,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
real,XGB,f1_score,True,-44.458105705253324,45.04811012324856,-0.0006402257392781619,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
real,XGB,accuracy,True,-34.0132533453116,34.5581257773774,-0.0005688165550091473,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
real,XGB,auc,True,-50.65892488442812,51.28011597930711,-0.0007621719116909967,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
generated,LOGIS,f1_score,True,0.025632004290212607,2.233506722034504,-0.6674587795597766,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
generated,LOGIS,accuracy,True,0.024529620314611804,2.07623993754123,-0.6507680631050202,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
generated,LOGIS,auc,True,0.003264952381663727,6.10822709452723,-0.998517041838446,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
generated,SVM,f1_score,True,-462.39240346996235,462.94872409410334,-0.00014677048537142714,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
generated,SVM,accuracy,True,-533.6404062020581,534.178530962516,-0.00012184808346212088,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
generated,SVM,auc,True,-0.03897988333793321,2.594889101964356,-0.5273121785783386,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
generated,KNN,f1_score,True,-262.0531731825641,262.50015553498787,-0.00010017522815035493,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
generated,KNN,accuracy,True,-301.10252100584614,301.5155195497303,-6.989242226985233e-05,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
generated,KNN,auc,True,-336.7728516817684,337.1578038635989,-7.710094795211942e-05,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
generated,RF,f1_score,True,-0.2171918024804284,0.8025054031016072,-0.11083234610858539,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
generated,RF,accuracy,True,-0.2896107824825774,0.8468986190424661,-0.09303888250685774,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
generated,RF,auc,True,-0.14537861774299746,0.7022138227720349,-0.16570478803450836,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
generated,XGB,f1_score,True,-249.30178732839707,249.74517792282583,-0.00017670667377744028,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
generated,XGB,accuracy,True,-262.39285686310376,262.8187229188952,-0.00015748701788553522,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
generated,XGB,auc,True,-0.07591934497481367,0.6864673031354115,-0.2272326678260602,fivesubtypes_rna_cvae:SKCM:DESeq:offaug_none:CVAE1-50:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,DESeq,CVAE1-50,offaug_none,1,miRNA,CVAE,SKCM | DESeq | offaug_none | CVAE1-50
