source,method,metric,fit_ok,a,b,c,combo_id,cohort,cancer,cancer_prefix,norm,model,off_aug,batch,data_type,model_type,title
real,LOGIS,f1_score,True,0.22826388248348015,5.647955359055108,-1.02870424460869,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-200,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-200
generated,LOGIS,auc,True,-0.012755366714143637,2.3398455527726294,-0.7847920799463767,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-200,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-200
generated,SVM,f1_score,True,-0.25982090301967314,0.9943324114146239,-0.19241883487646466,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-200,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-200
generated,SVM,accuracy,True,-0.30267708627513945,0.9807968316930064,-0.16871537852479873,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-200,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-200
generated,SVM,auc,True,-0.016359180190364885,3.0261404555200873,-0.7757212544041484,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-200,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-200
generated,KNN,f1_score,True,-128.85338445404355,129.56701014257473,-0.0007890881650958183,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-200,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-200
generated,KNN,accuracy,True,-1075.8317608365521,1076.4962311320144,-8.753111658866694e-05,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-200,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-200
generated,KNN,auc,True,-0.09298729842341302,1.5677267682701261,-0.4143906742287823,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-200,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-200
generated,RF,f1_score,True,-0.07219050689143665,0.8421634069652869,-0.281757760246705,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-200,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-200
generated,RF,accuracy,True,-0.10227251809823898,0.7708634446190142,-0.23722419844528458,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-200,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-200
generated,RF,auc,True,-0.04305062381445098,0.8261104675643873,-0.40857338235201474,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-200,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-200
generated,XGB,f1_score,True,-0.2458661527947512,0.9573171087519546,-0.1691930979827584,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-200,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-200
generated,XGB,accuracy,True,-0.3152292448835555,0.9688273539402166,-0.1407374542567659,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-200,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-200
generated,XGB,auc,True,-0.024736324303896523,1.3165029517803242,-0.5119153759682892,fivesubtypes_rna_cvae:COAD:TC:offaug_AE_head_2:CVAE1-200:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,TC,CVAE1-200,offaug_AE_head_2,1,miRNA,CVAE,COAD | TC | offaug_AE_head_2 | CVAE1-200
