source,method,metric,fit_ok,a,b,c,combo_id,cohort,cancer,cancer_prefix,norm,model,off_aug,batch,data_type,model_type,title
real,LOGIS,f1_score,True,0.23757091421097382,5.956919727973799,-1.279777311202724,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,accuracy,True,0.243377253449366,10.219153253210271,-1.4890702767682968,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,auc,True,0.12670719227302937,1.2526646156393522,-0.6226087437411127,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
real,SVM,f1_score,True,0.18465677137329772,3.863504884171349,-1.041265390498095,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
real,SVM,accuracy,True,0.18449087885767376,3.49499889774986,-1.0342866600788954,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
real,SVM,auc,True,0.096606762063244,14.252179546952675,-1.1586385376676085,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
real,KNN,f1_score,True,-262.0815455751932,262.7211791963938,-0.00030790469128883885,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
real,KNN,accuracy,True,-214.66522850498671,215.24596687089277,-0.0003207178210167883,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
real,KNN,auc,True,-1.7799549590054955,2.2814341983203112,-0.030482872594164077,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
real,RF,f1_score,True,0.14443397970971178,1.0993009594198198,-0.5930886127835072,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
real,RF,accuracy,True,0.1541602219052395,1.1191941017432345,-0.6331908748445645,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
real,RF,auc,True,0.12096225467096547,2.5601747947998263,-0.8423253503893731,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
real,XGB,f1_score,True,-144.29475907857093,145.07202278968475,-0.0008177664260907749,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
real,XGB,accuracy,True,-146.04396334308765,146.79281987373525,-0.0007678482540391632,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
real,XGB,auc,True,-0.45025050649211534,1.562901910871399,-0.20187030870611067,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
generated,LOGIS,f1_score,True,-0.10143077096338601,0.8728297062300043,-0.2904389831425149,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
generated,LOGIS,accuracy,True,-0.10604248901253509,0.8502025590691883,-0.2811097174860695,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
generated,LOGIS,auc,True,-0.022334743178490078,1.7660504555721432,-0.6364136587398515,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
generated,SVM,f1_score,True,-807.6106524764738,808.0855657298013,-8.077505349100699e-05,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
generated,SVM,accuracy,True,-1038.374663702544,1038.8331951175896,-6.035883289365634e-05,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
generated,SVM,auc,True,-0.023658149702584657,4.3081354333639545,-0.744368893185046,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
generated,KNN,f1_score,True,-10.198948795764892,10.848243853279826,-0.008374814794371388,fivesubtypes_rna_cvae:COAD:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | raw | offaug_AE_head_2 | CVAE1-100
