source,method,metric,fit_ok,a,b,c,combo_id,cohort,cancer,cancer_prefix,norm,model,off_aug,batch,data_type,model_type,title
real,LOGIS,f1_score,True,-154.29715363040083,154.81905689047963,-0.00033891092807828723,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
real,LOGIS,accuracy,True,-131.23124213211952,131.72812991815383,-0.00035818933027888315,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
real,LOGIS,auc,True,-102.21673848261877,102.74228542243932,-0.0006328321428898606,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
real,SVM,f1_score,True,-99.03865883134229,99.56775883570965,-0.0005403167378235002,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
real,SVM,accuracy,True,-126.8417414277844,127.3119759531876,-0.0003205262555575343,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
real,SVM,auc,True,-0.04656125555687454,5.314456811318797,-0.6809136262234328,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
real,KNN,f1_score,True,-1.5233406854734552,2.220967197356139,-0.044842665169963686,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
real,KNN,accuracy,True,-43.64740988663988,44.21150958447388,-0.0013884829767807692,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
real,KNN,auc,True,-153.97045379654074,154.46246350759571,-0.00037280294844174884,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
real,RF,f1_score,True,-154.07308826918137,154.52392918831444,-0.00026785948871955843,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
real,RF,accuracy,True,-168.5885817760716,169.01344451476805,-0.0002128955636201267,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
real,RF,auc,True,-198.19917435499244,198.6220517099261,-0.00023965228202599536,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
real,XGB,f1_score,True,-214.7663960426994,215.35438027217293,-0.00031357863026928805,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
real,XGB,accuracy,True,-207.07631279949757,207.62409130051032,-0.0002831168761468091,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
real,XGB,auc,True,-155.71973522818485,156.2283018855311,-0.0003828876069122804,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
generated,LOGIS,f1_score,True,-0.1877211433259699,0.9487892442896776,-0.22933955586293892,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
generated,LOGIS,accuracy,True,-0.20688419771199826,0.9203404232797686,-0.21140215272377927,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
generated,LOGIS,auc,True,-0.03716151114403728,1.308370872947313,-0.529374919640083,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
generated,SVM,f1_score,True,-3.891247388376525,4.333198060132421,-0.014652986061792411,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
generated,SVM,accuracy,True,-78.64940375371947,79.07209090509237,-0.0007302121123429179,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
generated,SVM,auc,True,-0.011368954362802174,5.942285836895578,-0.867957312992158,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
generated,KNN,f1_score,True,-1079.5590188991455,1080.1983137653042,-8.125978755231472e-05,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
generated,KNN,accuracy,True,-864.4824398011363,865.0880890836787,-9.534851342494338e-05,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
generated,KNN,auc,True,-213.59249582197617,214.06260485968025,-0.0003224100673845955,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
generated,RF,f1_score,True,0.07454502456835983,1.10772211230227,-0.5345100719972574,fivesubtypes_rna_cvae:COAD:DESeq:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,COAD | DESeq | offaug_AE_head_2 | CVAE1-100
