source,method,metric,kind,n,value,observed_std,ci_low,ci_high,n_draws,combo_id,cohort,cancer,cancer_prefix,norm,model,off_aug,batch,data_type,model_type,title
real,LOGIS,f1_score,observed,20.0,0.45466666666666666,0.1375499909123952,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-200
real,LOGIS,f1_score,observed,25.0,0.5484761904761905,0.1680575972964932,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-200
real,LOGIS,f1_score,observed,30.0,0.5549999999999999,0.19855429867874816,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-200
real,LOGIS,f1_score,observed,34.0,0.5012698412698413,0.1565811067246594,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-200
real,LOGIS,f1_score,observed,39.0,0.46373015873015877,0.08749239609907523,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-200
real,LOGIS,f1_score,observed,44.0,0.47596248196248203,0.07232890708093652,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-200
real,LOGIS,f1_score,observed,49.0,0.57004218004218,0.086940088816179,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-200
real,LOGIS,f1_score,observed,54.0,0.5577276057276057,0.08108069355780781,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-200
real,LOGIS,f1_score,observed,59.0,0.5293532023532024,0.02600444093878281,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-200
real,LOGIS,f1_score,observed,63.0,0.5753313353313354,0.04889627911585485,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-200
real,LOGIS,f1_score,observed,68.0,0.5595342990342991,0.033927872173776574,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-200
real,LOGIS,f1_score,observed,73.0,0.6045117790706026,0.026883651164231134,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-200
real,LOGIS,f1_score,fitted,20.0,0.47879518847173586,,0.4723206977924885,0.48526967915098324,,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-200
real,LOGIS,f1_score,fitted,20.535353535353536,0.48065151695564623,,0.47434581549555843,0.48695721841573403,,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-200
real,LOGIS,f1_score,fitted,21.07070707070707,0.4824600457429824,,0.47631249098929623,0.48860760049666857,,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-200
real,LOGIS,f1_score,fitted,21.606060606060606,0.4842231742575791,,0.47823030153835305,0.49021604697680515,,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-200
real,LOGIS,f1_score,fitted,22.141414141414142,0.48594312568363307,,0.480094416735656,0.49179183463161014,,fivesubtypes_rna_cvae:SKCM:raw:offaug_none:CVAE1-200:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-200,offaug_none,1,miRNA,CVAE,SKCM | raw | offaug_none | CVAE1-200
